week number,Store,Cigarette Name,Cigarette UPC,Item Number,Sell Unit Quantity,Cost,Sales,Quantity Sold,Total Cartons Sold,Average Cartons Sold Weekly,Order
18,3,WINSTON RED REG 100 BX,9050000058,50891,1,5.74,5.95,1,0.1,0.17142857142857146,False
18,3,MARLBORO SILVER 100 BOX,2820014780,50890,10,57.12,61.09,1,1.0,0.9461538461538461,True
18,3,MARL MIDNIGHT MEN BX KS,2820000613,50808,1,5.71,5.45,1,0.1,0.1,False
18,3,MARL SPCL BLD RED KS BX,2820000565,50841,1,17.13,17.950000000000003,3,0.3,0.16,False
18,3,MARLBORO BLUE MENTHOL KS BOX,2820000376,50837,1,34.26,38.8,6,0.6,0.44666666666666666,False
18,3,MARLBORO BOLD ICE BOX,2820033132,10991,1,5.71,5.45,1,0.1,0.2090909090909091,False
18,3,MARLBORO GLD MENTHOL KS BOX,2820000401,50818,1,62.82000000000001,69.55,11,1.1,0.9928571428571428,True
18,3,MARLBORO GOLD MENTHOL 100 BOX,2820000471,50874,1,11.42,12.6,2,0.2,0.25,False
18,3,MARLBORO GOLD REG 100 BOX,2820000465,50877,1,17.13,18.85,3,0.3,0.27272727272727276,False
18,3,MARLBORO GOLD REG 72S BOX,2820000965,50886,1,5.71,5.95,1,0.1,0.4083333333333334,False
18,3,MARLBORO GOLD REG 72S BOX,2820019650,50886,10,57.12,55.39,1,1.0,0.4083333333333334,True
18,3,MARLBORO GOLD REG KS BOX,2820000384,50875,1,114.23,125.25000000000001,20,2.0,2.1,False
18,3,MARLBORO MEN BLK SP BLD 100  50 OF,2820017479,50922,1,15.629999999999999,14.850000000000001,3,0.3,0.5125000000000001,False
18,3,MARLBORO MENTHOL ICE BX K,2820000949,50800,1,11.42,12.6,2,0.2,0.2125,False
18,3,MARLBORO MENTHOL KS BOX,2820000361,50853,1,45.68,51.4,8,0.8,0.62,False
18,3,MARLBORO REG 100 BOX,2820000363,50848,1,51.400000000000006,56.05,9,0.9,0.6615384615384615,False
18,3,MARLBORO REG 72 S BOX,2820000963,50842,1,11.42,11.4,2,0.2,0.5928571428571427,False
18,3,MARLBORO REG KS BOX,2820000357,50897,1,34.26,37.95,6,0.6,0.8307692307692307,False
18,3,MARLBORO REG KS SP,2820000358,50720,1,17.13,19.35,3,0.3,0.24285714285714285,False
18,3,MARL MEN ICE BX K 50 OFF,2820017916,51299,1,10.42,12.1,2,0.2,0.36153846153846164,False
18,3,L & M REG 100 BOX,2820030992,50775,1,26.45,26.349999999999998,5,0.5,0.6846153846153846,False
18,3,L & M MENTHOL KS BOX,2820031032,50762,1,84.64,84.32000000000001,16,1.6,1.785714285714286,False
18,3,KOOL 100 BOX 50  OFF,9050001001,51301,1,73.35000000000001,76.72,14,1.4,1.1666666666666667,True
18,3,CAMEL BLUE REG KS BOX,1230000007,50813,1,5.79,6.36,1,0.1,0.2888888888888889,False
18,3,CAMEL CRUSH MEN 50 OFF,1230050280,50941,1,15.870000000000001,17.580000000000002,3,0.3,0.3833333333333333,False
18,3,CAMEL CRUSH MEN SLVR 50 OFF,1230050283,50920,1,10.58,11.72,2,0.2,0.3,False
18,3,CAMEL SILVER MEN KS BX,1230000094,50811,1,5.79,6.46,1,0.1,0.19999999999999998,False
18,3,EAGLE BLUE 100 BX,1100000287,51001,1,3.54,4.95,1,0.1,0.18181818181818182,False
18,3,EAGLE RED 100 BX,1100000288,50999,1,7.08,9.9,2,0.2,0.3230769230769231,False
18,3,EAGLE RED KS BX,1100000283,50998,1,3.54,4.95,1,0.1,0.1,False
18,3,KOOL BLUE MEN KS BX,9050000086,50900,1,5.74,6.89,1,0.1,0.2833333333333333,False
18,3,L & M MEN 100 BOX,2820031042,50781,1,121.68,121.21000000000001,23,2.3,2.5933333333333337,False
18,3,KOOL FF MEN 100 BX,9050000073,50887,1,45.92,55.120000000000005,8,0.8,1.8846153846153846,False
18,3,KOOL FF MEN KS SP,9050000072,50852,1,5.74,6.89,1,0.1,0.3153846153846154,False
18,3,KOOL KING BOX 50  OFF,9050001000,51300,1,31.440000000000005,32.88,6,0.6,0.8333333333333334,False
18,3,L & M BLUE REG 100 BOX,2820031022,50759,1,74.07,73.78,14,1.4,0.9153846153846156,True
18,3,L & M BLUE REG KS BOX,2820031001,50782,10,52.91,47.49,1,1.0,1.3038461538461539,False
18,3,L & M BLUE REG KS BOX,2820031002,50782,1,15.870000000000001,15.809999999999999,3,0.3,1.3038461538461539,False
18,3,L & M BOLD KS BOX,2820031552,50757,1,15.870000000000001,15.809999999999999,3,0.3,0.325,False
18,3,MARLBORO SILVER 100 BOX,2820000478,50890,1,11.42,12.4,2,0.2,0.9461538461538461,False
18,3,L & M REG KS BOX,2820030982,50763,1,47.61,47.43,9,0.9,1.2615384615384617,False
18,3,MARLBORO SILVER KS BOX,2820000477,50802,1,51.39,56.050000000000004,9,0.9,1.025,False
18,3,NEWPORT NON MEN KS BX,2610000656,50867,1,4.92,6.06,1,0.1,0.2818181818181818,False
18,3,NEWPORT PLTNM BL BX KS,2610001628,50873,1,6.22,4.84,1,0.1,0.3923076923076923,False
18,3,NEWPORT SMOOTH SELECT 100 BX,2610000668,50823,1,31.1,25.2,5,0.5,0.225,False
18,3,PALL MALL CLAS M SILVER BX 100,2720000417,50885,1,21.24,17.8,4,0.4,0.225,False
18,3,PALL MALL RED BX KS  50 OFF,2720000392,50722,1,24.049999999999997,19.78,5,0.5,0.7666666666666666,False
18,3,PALLMALL BLACK 100 MEN BX,2720034728,50751,1,26.549999999999997,23.75,5,0.5,0.5727272727272726,False
18,3,PALLMALL BLUE REG 100 BX,2720000862,50784,1,15.93,13.850000000000001,3,0.3,0.9733333333333334,False
18,3,PALLMALL BLUE REG KS BX,2720000854,50769,1,42.48,36.1,8,0.8,1.738461538461539,False
18,3,PALLMALL MEN 100 BX,2720000865,50786,1,47.78999999999999,44.55,9,0.9,1.2076923076923076,False
18,3,PALLMALL MEN KS BX,2720000859,50778,1,10.62,9.9,2,0.2,0.6692307692307693,False
18,3,PALLMALL ORANGE REG 100 BX,2720000185,50764,1,26.549999999999997,23.25,5,0.5,0.6357142857142858,False
18,3,PALLMALL RED KS BX,2720000851,50788,1,58.410000000000004,49.92000000000001,11,1.1,1.03,True
18,3,PALLMALL RED REG 100 BX,2720000867,50796,1,191.19,170.7,36,3.6,1.9777777777777779,True
18,3,PALLMALL RED REG 100 BX,2720001867,50796,10,53.11,38.79,1,1.0,1.9777777777777779,False
18,3,PYRAMID SILVER MEN 100 BX,1100000407,50753,1,4.31,5.4,1,0.1,0.4090909090909091,False
18,3,SALEM MEN KS BX,9050000090,50857,1,23.6,28.12,4,0.4,0.15000000000000005,False
18,3,SALEM SLIM 100 BX,9050000092,50717,1,5.9,7.03,1,0.1,0.1625,False
18,3,MARLBORO SMOOTH MEN 100 BOX,2820000303,50806,1,34.27,37.8,6,0.6,0.34166666666666673,False
18,3,NEWPORT PLTNM BL BX 100,2610001622,50860,1,6.22,6.2,1,0.1,0.20833333333333337,False
18,3,PALLMALL BLUE REG 100 BX,2720001862,50784,10,53.11,38.79,1,1.0,0.9733333333333334,True
18,3,MARLBORO SMOOTH MENTHOL KS BOX,2820000323,50855,1,11.42,13.1,2,0.2,0.5333333333333334,False
18,3,MAVERICK MEN 100 BX,9050000051,50752,1,68.34,78.15,15,1.5,1.9153846153846152,False
18,3,NEWPORT NON MEN GLD 100 BX,2610000661,50906,1,4.92,6.06,1,0.1,0.1,False
18,3,MARLBORO SP BLD BLACK 100 BX,2820000953,50882,1,11.42,10.9,2,0.2,0.288888888888889,False
18,3,MARLBORO SP BLD BLACK KS BX,2820000952,50820,1,57.1,53.0,10,1.0,1.2090909090909092,False
18,3,MARLBORO SP BLD GOLD 100 BX,2820000423,50901,1,34.26,35.400000000000006,6,0.6,0.1857142857142857,False
18,3,MARLBORO SP BLD GOLD KS BX,2820000422,50827,1,51.39,54.35,9,0.9,0.9099999999999999,False
18,3,MARLBORO SP BLD MEN BLACK 100 BX,2820000964,50896,1,79.96000000000001,73.8,14,1.4,0.65,True
18,3,MARLBORO SP BLD RED 100 BX,2820000568,50869,1,11.42,11.8,2,0.2,0.2714285714285714,False
18,3,MARLBORO SP BLD RED KING BX 50 OFF,2820017488,50931,1,5.21,5.65,1,0.1,0.18,False
18,3,MARLBORO SP BLD MEN BLACK BX,2820000954,50844,1,28.55,26.75,5,0.5,0.6,False
18,3,MAVERICK MEN KS BX,9050000054,50771,1,22.79,26.049999999999997,5,0.5,0.3076923076923077,False
18,3,NEWPORT 100 BOX,2610000573,50905,1,1653.99,1608.0500000000002,266,26.6,16.466666666666665,True
18,3,NEWPORT 100 SP,2610000577,50822,1,466.34000000000003,446.70000000000005,75,7.5,4.9,True
18,3,NEWPORT KS BOX,2610000575,50829,1,1063.27,1032.86,171,17.1,8.806666666666667,True
18,3,NEWPORT KS BOX,2610080575,50829,10,62.18,52.89,1,1.0,8.806666666666667,False
18,3,NEWPORT KS SP,2610000578,50793,1,167.91,170.14999999999998,27,2.7,2.5076923076923077,True
18,3,NEWPORT NON MEN 100 BX,2610000657,50838,1,19.689999999999998,19.89,4,0.4,0.5153846153846154,False
17,3,MARLBORO BLUE MENTHOL KS BOX,2820013760,50837,10,57.12,62.29,1,1.0,0.44666666666666666,True
17,3,MARLBORO MEN BLK SP BLD 100  50 OF,2820017479,50922,1,10.42,9.9,2,0.2,0.5125000000000001,False
17,3,MARLBORO EDGE BX  50 OFF,2820017696,50943,1,15.64,14.25,3,0.3,0.20000000000000004,False
17,3,MARLBORO GLD MENTHOL KS BOX,2820000401,50818,1,79.96000000000001,88.69999999999999,14,1.4,0.9928571428571428,True
17,3,MARLBORO GLD MENTHOL KS BOX,2820014010,50818,10,57.12,62.29,1,1.0,0.9928571428571428,True
17,3,MARLBORO GOLD MENTHOL 100 BOX,2820000471,50874,1,11.42,12.6,2,0.2,0.25,False
17,3,MARLBORO GOLD REG 100 BOX,2820000465,50877,1,5.71,6.45,1,0.1,0.27272727272727276,False
17,3,MARLBORO GOLD REG KS BOX,2820000384,50875,1,148.48,163.95000000000002,26,2.6,2.1,True
17,3,MARLBORO GOLD REG KS SP,2820000378,50895,1,5.71,6.45,1,0.1,0.1,False
17,3,MARLBORO SILVER KS BOX,2820000477,50802,1,74.25,81.35000000000001,13,1.3,1.025,True
17,3,MARLBORO MEN GLD BX 100 50 OFF,2820017871,50942,1,15.629999999999999,18.15,3,0.3,0.26666666666666666,False
17,3,MARLBORO MENTHOL KS BOX,2820000361,50853,1,22.85,25.45,4,0.4,0.62,False
17,3,MARLBORO NXT BX,2820031772,50831,1,28.55,27.25,5,0.5,0.3666666666666667,False
17,3,MARLBORO NXT BX  50 OFF,2820017492,50949,1,5.21,4.95,1,0.1,0.2,False
17,3,MARLBORO REG 100 BOX,2820000363,50848,1,45.68,50.6,8,0.8,0.6615384615384615,False
17,3,MARLBORO REG 72 S BOX,2820000963,50842,1,34.26,34.2,6,0.6,0.5928571428571427,False
17,3,MARLBORO REG KS BOX,2820000357,50897,1,57.11000000000001,63.00000000000001,10,1.0,0.8307692307692307,True
17,3,MARLBORO SILVER 100 BOX,2820014780,50890,10,57.12,61.09,1,1.0,0.9461538461538461,True
17,3,MARL MEN ICE BX K 50 OFF,2820017916,51299,1,20.84,24.2,4,0.4,0.36153846153846164,False
17,3,MARLBORO BLUE MENTHOL KS BOX,2820000376,50837,1,34.26,38.8,6,0.6,0.44666666666666666,False
17,3,AM SPIRIT NAT GREEN MN KS BOX,4799585505,50825,1,6.27,7.41,1,0.1,0.1,False
17,3,L & M TURKISH BLD KS BX,2820031392,50785,1,5.29,5.27,1,0.1,0.1,False
17,3,KOOL FF MEN KS BX,9050000071,50834,1,28.7,29.900000000000002,5,0.5,0.6181818181818182,False
17,3,MARLBORO SMOOTH MENTHOL KS BOX,2820000323,50855,1,22.84,25.7,4,0.4,0.5333333333333334,False
17,3,CAMEL BLUE REG KS BOX,1230000007,50813,1,23.16,25.44,4,0.4,0.2888888888888889,False
17,3,CAMEL MEN KS BX,1230000093,50804,1,34.73,38.36,6,0.6,0.5666666666666667,False
17,3,CAMEL REG KS BOX,1230000003,50859,1,11.57,12.32,2,0.2,0.26666666666666666,False
17,3,CAMEL SILVER MEN KS BX,1230000094,50811,1,23.15,25.04,4,0.4,0.19999999999999998,False
17,3,EAGLE RED 100 BX,1100000288,50999,1,28.299999999999997,39.6,8,0.8,0.3230769230769231,False
17,3,KOOL BLUE MEN KS BX,9050000086,50900,1,11.48,11.96,2,0.2,0.2833333333333333,False
17,3,KOOL FF MEN 100 BX,9050000073,50887,1,91.84,95.68,16,1.6,1.8846153846153846,False
17,3,KOOL FF MEN KS SP,9050000072,50852,1,11.48,11.96,2,0.2,0.3153846153846154,False
17,3,L & M REG KS BOX,2820030982,50763,1,74.06,73.78,14,1.4,1.2615384615384617,True
17,3,L & M BLUE REG 100 BOX,2820031022,50759,1,95.22,94.86,18,1.8,0.9153846153846156,True
17,3,L & M BLUE REG KS BOX,2820031001,50782,10,52.91,47.49,1,1.0,1.3038461538461539,False
17,3,L & M BLUE REG KS BOX,2820031002,50782,1,63.489999999999995,63.24,12,1.2,1.3038461538461539,False
17,3,L & M MEN 100 BOX,2820031041,50781,10,52.91,47.49,1,1.0,2.5933333333333337,False
17,3,L & M MEN 100 BOX,2820031042,50781,1,195.78,194.99,37,3.7,2.5933333333333337,True
17,3,L & M MENTHOL KS BOX,2820031031,50762,10,52.91,47.49,1,1.0,1.785714285714286,False
17,3,L & M MENTHOL KS BOX,2820031032,50762,1,116.4,115.94,22,2.2,1.785714285714286,True
17,3,L & M REG 100 BOX,2820030992,50775,1,26.450000000000003,26.349999999999998,5,0.5,0.6846153846153846,False
17,3,MARLBORO SMOOTH MEN 100 BOX,2820000303,50806,1,17.13,19.15,3,0.3,0.34166666666666673,False
17,3,MARL SPCL BLD RED KS BX,2820000565,50841,1,5.71,6.15,1,0.1,0.16,False
17,3,MARLBORO SP BL GLD 100 BX 50 OFF,2820017482,50939,1,10.42,11.3,2,0.2,0.25,False
17,3,PALLMALL ORANGE RG KS BX,2720000175,50776,1,5.31,4.95,1,0.1,0.20000000000000004,False
17,3,PALL MALL RED BX KS  50 OFF,2720000392,50722,1,52.91,48.050000000000004,11,1.1,0.7666666666666666,True
17,3,PALLMALL BLACK 100 MEN BX,2720034728,50751,1,31.859999999999996,29.25,6,0.6,0.5727272727272726,False
17,3,PALLMALL BLACK KS MEN BX,2720034725,50789,1,5.31,4.95,1,0.1,0.16250000000000003,False
17,3,PALLMALL BLUE REG KS BX,2720000854,50769,1,95.6,86.55000000000001,18,1.8,1.738461538461539,True
17,3,PALLMALL BLUE REG KS BX,2720001854,50769,10,53.11,42.29,1,1.0,1.738461538461539,False
17,3,PALLMALL MEN 100 BX,2720000865,50786,1,63.72,59.400000000000006,12,1.2,1.2076923076923076,False
17,3,PALLMALL MEN KS BX,2720000859,50778,1,58.42000000000001,53.25000000000001,11,1.1,0.6692307692307693,True
17,3,PALLMALL ORANGE REG 100 BX,2720000185,50764,1,26.549999999999997,24.75,5,0.5,0.6357142857142858,False
17,3,PALLMALL RED REG 100 BX,2720000867,50796,1,21.24,19.5,4,0.4,1.9777777777777779,False
17,3,PALL MALL CLAS M SILVER BX 100,2720000417,50885,1,10.62,9.6,2,0.2,0.225,False
17,3,PALLMALL RED REG 100 BX,2720001867,50796,10,53.11,42.29,1,1.0,1.9777777777777779,False
17,3,PYRAMID BLUE 100 BX,1100000406,50725,1,4.31,5.4,1,0.1,0.16,False
17,3,PYRAMID RED 100 BX,1100000408,50750,1,4.31,5.4,1,0.1,0.35454545454545455,False
17,3,PYRAMID RED KS BX,1100000492,50735,1,4.31,5.4,1,0.1,0.14285714285714285,False
17,3,PYRAMID SILVER MEN 100 BX,1100000407,50753,1,8.62,10.8,2,0.2,0.4090909090909091,False
17,3,SALEM GOLD 100 BX,9050000094,50889,1,11.79,14.06,2,0.2,0.2545454545454546,False
17,3,SALEM MEN KS BX,9050000090,50857,1,5.9,7.03,1,0.1,0.15000000000000005,False
17,3,SALEM SLIM 100 BX,9050000092,50717,1,11.8,14.06,2,0.2,0.1625,False
17,3,PALL MALL RED BX 100  50 OFF,2720000391,50731,1,202.06,184.79999999999998,42,4.2,4.466666666666667,False
17,3,WINSTON GOLD REG KS BX,9050000059,50879,1,17.22,17.85,3,0.3,0.22999999999999998,False
17,3,MARLBORO SP BLD BLACK 100 BX,2820000953,50882,1,17.13,16.35,3,0.3,0.288888888888889,False
17,3,NEWPORT 100 SP,2610000577,50822,1,379.30000000000007,421.99000000000007,61,6.1,4.9,True
17,3,PALL MALL BLUE BX KS  50 OFF,2720000388,50732,1,52.92,47.3,11,1.1,1.8249999999999997,False
17,3,MARLBORO SP BLD BLACK KS BX,2820000952,50820,1,108.50999999999999,100.05000000000001,19,1.9,1.2090909090909092,True
17,3,MARLBORO SP BLD GOLD 100 BX,2820000423,50901,1,5.71,6.15,1,0.1,0.1857142857142857,False
17,3,MARLBORO SP BLD GOLD KS BX,2820000422,50827,1,57.11,59.5,10,1.0,0.9099999999999999,True
17,3,MARLBORO SP BLD MEN BLACK 100 BX,2820000964,50896,1,45.68,42.1,8,0.8,0.65,False
17,3,MAVERICK MEN 100 BX,9050000051,50752,1,127.56,145.88,28,2.8,1.9153846153846152,True
17,3,MAVERICK MEN KS BX,9050000054,50771,1,9.12,10.42,2,0.2,0.3076923076923077,False
17,3,NEWPORT 100 BOX,2610000573,50905,1,1187.66,1329.1999999999998,191,19.1,16.466666666666665,True
17,3,MARLBORO SP BLD MEN BLACK BX,2820000954,50844,1,57.1,53.5,10,1.0,0.6,True
17,3,NEWPORT KS BOX,2610000575,50829,1,640.45,718.2,103,10.3,8.806666666666667,True
17,3,NEWPORT NON MEN 100 BX,2610000657,50838,1,39.39,47.28,8,0.8,0.5153846153846154,False
17,3,PALL MALL BLUE BX 100  50 OFF,2720000387,50755,1,76.97,69.4,16,1.6,1.9875,False
17,3,NEWPORT NON MEN KS BX,2610000656,50867,1,19.689999999999998,23.84,4,0.4,0.2818181818181818,False
17,3,NEWPORT PLTNM BL BX 100,2610001622,50860,1,12.44,12.21,2,0.2,0.20833333333333337,False
17,3,NEWPORT PLTNM BL BX KS,2610001628,50873,1,12.44,12.21,2,0.2,0.3923076923076923,False
17,3,NEWPORT SMOOTH SELECT 100 BX,2610000668,50823,1,18.66,18.6,3,0.3,0.225,False
17,3,NEWPORT KS SP,2610000578,50793,1,236.28,264.59000000000003,38,3.8,2.5076923076923077,True
16,3,MARLBORO MEN BLK SP BLD 100  50 OF,2820017479,50922,1,41.69,39.6,8,0.8,0.5125000000000001,False
16,3,MARLBORO MEN GLD BX 100 50 OFF,2820017871,50942,1,15.64,18.15,3,0.3,0.26666666666666666,False
16,3,MARLBORO MEN BLK SP BLD BX  50 OFF,2820017478,50937,1,57.34,54.45,11,1.1,0.6666666666666666,True
16,3,MARLBORO GOLD REG 100 BOX,2820000465,50877,1,5.71,6.45,1,0.1,0.27272727272727276,False
16,3,MARLBORO GOLD REG KS BOX,2820000384,50875,1,114.22999999999999,124.75000000000001,20,2.0,2.1,False
16,3,MARLBORO GOLD REG 72S BOX,2820019650,50886,10,57.12,55.39,1,1.0,0.4083333333333334,True
16,3,MARLBORO GOLD REG 72S BOX,2820000965,50886,1,11.42,11.4,2,0.2,0.4083333333333334,False
16,3,MARLBORO NXT BX,2820031772,50831,1,5.71,5.45,1,0.1,0.3666666666666667,False
16,3,MARLBORO MENTHOL KS BOX,2820000361,50853,1,34.26,38.3,6,0.6,0.62,False
16,3,MARLBORO SMOOTH MENTHOL KS BOX,2820000323,50855,1,22.84,26.2,4,0.4,0.5333333333333334,False
16,3,MARLBORO NXT BX  50 OFF,2820017492,50949,1,5.21,4.95,1,0.1,0.2,False
16,3,MARLBORO REG 100 BOX,2820000363,50848,1,45.68,50.6,8,0.8,0.6615384615384615,False
16,3,MARLBORO REG 72 S BOX,2820000963,50842,1,34.26,34.2,6,0.6,0.5928571428571427,False
16,3,MARLBORO REG KS BOX,2820000357,50897,1,39.980000000000004,44.650000000000006,7,0.7,0.8307692307692307,False
16,3,MARLBORO SILVER 100 BOX,2820014780,50890,10,57.12,61.09,1,1.0,0.9461538461538461,True
16,3,MARLBORO SILVER KS BOX,2820000477,50802,1,74.25,81.10000000000001,13,1.3,1.025,True
16,3,MARLBORO SMOOTH 100 50 OFF,2820017832,50953,1,10.42,12.1,2,0.2,0.3333333333333333,False
16,3,MARLBORO SMOOTH MEN 100 BOX,2820000303,50806,1,22.84,25.2,4,0.4,0.34166666666666673,False
16,3,MARLBORO BOLD ICE BOX,2820033132,10991,1,5.71,5.45,1,0.1,0.2090909090909091,False
16,3,MARLBORO GLD MENTHOL KS BOX,2820000401,50818,1,39.980000000000004,44.849999999999994,7,0.7,0.9928571428571428,False
16,3,CAMEL BLUE REG KS BOX,1230000007,50813,1,5.79,6.36,1,0.1,0.2888888888888889,False
16,3,MARLBORO BLUE MENTHOL KS BOX,2820000376,50837,1,22.84,26.2,4,0.4,0.44666666666666666,False
16,3,MARL MEN ICE BX K 50 OFF,2820017916,51299,1,20.84,24.2,4,0.4,0.36153846153846164,False
16,3,MARLBORO SP BLD BLACK 100 BX,2820000953,50882,1,5.71,5.45,1,0.1,0.288888888888889,False
16,3,CAMEL CRUSH RICH   50 OFF,1230010877,10145,1,5.29,5.86,1,0.1,0.1,False
16,3,CAMEL MEN KS BX,1230000093,50804,1,46.29,51.279999999999994,8,0.8,0.5666666666666667,False
16,3,CAMEL T GOLD BX 50 1PK,1230084414,50951,1,4.88,5.86,1,0.1,0.1,False
16,3,DORAL GOLD REG KS BX,1230084199,50768,1,6.38,7.52,1,0.1,0.1,False
16,3,EAGLE BLUE 100 BX,1100000287,51001,1,3.54,4.95,1,0.1,0.18181818181818182,False
16,3,EAGLE RED 100 BX,1100000288,50999,1,14.149999999999999,19.8,4,0.4,0.3230769230769231,False
16,3,KOOL BLUE MEN KS BX,9050000086,50900,1,17.22,17.94,3,0.3,0.2833333333333333,False
16,3,KOOL FF MEN 100 BX,9050000073,50887,1,183.66,191.36,32,3.2,1.8846153846153846,True
16,3,KOOL FF MEN KS BX,9050000071,50834,1,11.48,11.96,2,0.2,0.6181818181818182,False
16,3,KOOL FF MEN KS SP,9050000072,50852,1,11.48,11.96,2,0.2,0.3153846153846154,False
16,3,L & M BLUE REG KS BOX,2820031001,50782,10,158.73,142.47,3,3.0,1.3038461538461539,True
16,3,L & M BLUE REG KS BOX,2820031002,50782,1,26.45,26.35,5,0.5,1.3038461538461539,False
16,3,L & M MEN 100 BOX,2820031042,50781,1,148.15,147.56,28,2.8,2.5933333333333337,True
16,3,L & M MENTHOL KS BOX,2820031032,50762,1,111.10000000000001,110.66999999999999,21,2.1,1.785714285714286,True
16,3,L & M REG 100 BOX,2820030992,50775,1,37.03,36.89,7,0.7,0.6846153846153846,False
16,3,L & M REG KS BOX,2820030982,50763,1,84.64999999999999,84.32,16,1.6,1.2615384615384617,True
16,3,L & M BLUE REG 100 BOX,2820031022,50759,1,58.19,57.97,11,1.1,0.9153846153846156,True
16,3,MARLBORO SP BLD GOLD 100 BX,2820000423,50901,1,5.71,6.15,1,0.1,0.1857142857142857,False
16,3,MARLBORO SP BLD BLACK KS BX,2820000952,50820,1,91.36999999999999,84.20000000000002,16,1.6,1.2090909090909092,True
16,3,PALL MALL MEN BX 100  50 OFF,2720000389,50727,1,4.81,4.45,1,0.1,1.64,False
16,3,PALL MALL RED BX KS  50 OFF,2720000392,50722,1,9.62,8.9,2,0.2,0.7666666666666666,False
16,3,PALLMALL BLACK 100 MEN BX,2720034728,50751,1,15.93,14.850000000000001,3,0.3,0.5727272727272726,False
16,3,PALLMALL BLACK KS MEN BX,2720034725,50789,1,5.31,4.95,1,0.1,0.16250000000000003,False
16,3,PALLMALL BLUE REG KS BX,2720000854,50769,1,5.31,4.95,1,0.1,1.738461538461539,False
16,3,PALLMALL MEN 100 BX,2720000865,50786,1,53.10000000000001,49.05000000000001,10,1.0,1.2076923076923076,False
16,3,PALLMALL MEN KS BX,2720000859,50778,1,26.549999999999997,24.45,5,0.5,0.6692307692307693,False
16,3,PALLMALL WHITE 100 MEN BX,2720034734,50760,1,5.31,4.95,1,0.1,0.13999999999999999,False
16,3,PYRAMID GOLD MEN 100 BX,1100000409,50724,1,8.62,10.8,2,0.2,0.175,False
16,3,PYRAMID RED 100 BX,1100000408,50750,1,8.62,10.8,2,0.2,0.35454545454545455,False
16,3,PYRAMID RED KS BX,1100000492,50735,1,4.31,5.4,1,0.1,0.14285714285714285,False
16,3,PYRAMID SILVER MEN 100 BX,1100000407,50753,1,4.31,5.4,1,0.1,0.4090909090909091,False
16,3,SALEM GOLD 100 BX,9050000094,50889,1,5.9,7.03,1,0.1,0.2545454545454546,False
16,3,SALEM GOLD KS BX,9050000093,50894,1,5.9,7.03,1,0.1,0.16250000000000003,False
16,3,SALEM MEN KS BX,9050000090,50857,1,5.9,7.03,1,0.1,0.15000000000000005,False
16,3,WINSTON GOLD REG KS BX,9050000059,50879,1,22.96,23.8,4,0.4,0.22999999999999998,False
16,3,WINSTON RED REG 100 BX,9050000058,50891,1,11.48,11.9,2,0.2,0.17142857142857146,False
16,3,MARLBORO SP BLD GOLD KS BX,2820000422,50827,1,74.23,77.45,13,1.3,0.9099999999999999,True
16,3,PALL MALL RED BX 100  50 OFF,2720000391,50731,1,230.9,208.64999999999998,48,4.8,4.466666666666667,True
16,3,PALLMALL ORANGE REG 100 BX,2720000185,50764,1,10.62,9.9,2,0.2,0.6357142857142858,False
16,3,PALL MALL BLUE BX KS  50 OFF,2720000388,50732,1,134.70000000000002,121.60000000000001,28,2.8,1.8249999999999997,True
16,3,NEWPORT 100 SP,2610000577,50822,1,354.43,394.5,57,5.7,4.9,True
16,3,PALL MALL BLUE BX 100  50 OFF,2720000387,50755,1,163.56,146.5,34,3.4,1.9875,True
16,3,MARLBORO SP BLD RED 100 BX,2820000568,50869,1,11.42,12.3,2,0.2,0.2714285714285714,False
16,3,MARLBORO SP BLD RED KING BX 50 OFF,2820017488,50931,1,10.42,11.3,2,0.2,0.18,False
16,3,MAVERICK MEN 100 BX,9050000051,50752,1,82.01,93.78,18,1.8,1.9153846153846152,False
16,3,MAVERICK MEN KS BX,9050000054,50771,1,4.56,5.21,1,0.1,0.3076923076923077,False
16,3,MAVERICK REG 100 BX,9050000038,50797,1,4.56,5.21,1,0.1,0.1,False
16,3,NEWPORT 100 BOX,2610000573,50905,1,1262.2399999999998,1410.9,203,20.3,16.466666666666665,True
16,3,NEWPORT 100 BOX,2610080573,50905,10,124.36,130.78,2,2.0,16.466666666666665,False
16,3,MARLBORO SP BLD MEN BLACK BX,2820000954,50844,1,5.71,5.45,1,0.1,0.6,False
16,3,NEWPORT KS BOX,2610000575,50829,1,690.1999999999999,771.35,111,11.1,8.806666666666667,True
16,3,NEWPORT PLTNM BL BX 100,2610001622,50860,1,6.22,6.2,1,0.1,0.20833333333333337,False
16,3,NEWPORT KS SP,2610000578,50793,1,211.43,236.65,34,3.4,2.5076923076923077,True
16,3,NEWPORT SMOOTH SELECT 100 BX,2610000668,50823,1,12.44,12.4,2,0.2,0.225,False
16,3,NEWPORT PLTNM BL BX KS,2610001628,50873,1,49.76,49.2,8,0.8,0.3923076923076923,False
16,3,NEWPORT SMOOTH SELECT BX,2610000670,50871,1,6.22,6.2,1,0.1,0.18333333333333335,False
16,3,NEWPORT NON MEN KS BX,2610000656,50867,1,19.689999999999998,24.24,4,0.4,0.2818181818181818,False
16,3,NEWPORT NON MEN 100 BX,2610000657,50838,1,44.300000000000004,53.74,9,0.9,0.5153846153846154,False
